row_type,generated_at,subject,subject_total_questions,subject_active_questions,subject_active_ratio_pct,class,area,subarea,difficulty,language,active,count,share_subject_pct
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,egizi,nilo_e_societa,1,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,egizi,quadro_di_civilta,2,it,1,8,1.04
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,egizi,religione_e_cultura,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,egizi,vita_quotidiana,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,fonti_linea_antiche_civilta,fonti_e_cronologia,1,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,fonti_linea_antiche_civilta,fonti_e_mappe,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,fonti_linea_antiche_civilta,quadro_di_civilta,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,fonti_linea_antiche_civilta,strumenti_dello_storico,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,mesopotamia,babilonesi_assiri,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,mesopotamia,quadro_di_civilta,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,mesopotamia,sumeri,1,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,4,mesopotamia,vita_e_lavoro,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,5,civilta_greca,confronti_e_lessico,2,it,1,5,0.65
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,5,civilta_greca,guerre_persiane_ellenismo,2,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,5,civilta_greca,polis_e_cultura,1,it,1,10,1.30
detail,2026-04-20T04:40:07Z,storia,771,771,100.00,5,civilta_greca,societa_e_polis,2,it,1,10,1.30
